ID Year,Year,Average Commute Time,Geography,ID Geography,Slug Geography
2015,"2015",25.497536945812808,"West Miami, FL","16000US1276525","west-miami-fl"
2015,"2015",26.744760687117836,"Miami-Fort Lauderdale-West Palm Beach, FL","31000US33100","miami-fort-lauderdale-west-palm-beach-fl"
2014,"2014",24.58629973911742,"United States","01000US","united-states"
2014,"2014",24.78391776346691,"Florida","04000US12","florida"
2014,"2014",28.11577650401895,"Miami-Dade County, FL","05000US12086","miami-dade-county-fl"
2014,"2014",29.249718785151856,"Brownsville, FL","16000US1209000","brownsville-fl"
2014,"2014",20.91630750285865,"Coral Gables, FL","16000US1214250","coral-gables-fl"
2014,"2014",24.98409235524043,"Coral Terrace, FL","16000US1214412","coral-terrace-fl"
2014,"2014",24.587073608617594,"El Portal, FL","16000US1220650","el-portal-fl"
2014,"2014",30.936986301369863,"Gladeview, FL","16000US1225987","gladeview-fl"
2014,"2014",22.105448747432007,"Hialeah, FL","16000US1230000","hialeah-fl"
2014,"2014",25.71206637158494,"Miami, FL","16000US1245000","miami-fl"
2014,"2014",23.26395526182003,"Miami Beach, FL","16000US1245025","miami-beach-fl"
2014,"2014",24.790300139137347,"Miami Shores, FL","16000US1245175","miami-shores-fl"
2014,"2014",25.72161422708618,"North Bay Village, FL","16000US1249225","north-bay-village-fl"
2014,"2014",28.538940312799234,"West Little River, FL","16000US1276487","west-little-river-fl"
2014,"2014",25.473594548551958,"West Miami, FL","16000US1276525","west-miami-fl"
2014,"2014",26.398925826465412,"Miami-Fort Lauderdale-West Palm Beach, FL","31000US33100","miami-fort-lauderdale-west-palm-beach-fl"
2013,"2013",24.41870746316463,"United States","01000US","united-states"
2013,"2013",24.634159931407844,"Florida","04000US12","florida"
2013,"2013",27.79640999733592,"Miami-Dade County, FL","05000US12086","miami-dade-county-fl"
2013,"2013",29.16030534351145,"Brownsville, FL","16000US1209000","brownsville-fl"
2013,"2013",19.899015113693096,"Coral Gables, FL","16000US1214250","coral-gables-fl"
2013,"2013",24.311353363467163,"Coral Terrace, FL","16000US1214412","coral-terrace-fl"
2013,"2013",23.460111317254174,"El Portal, FL","16000US1220650","el-portal-fl"
2013,"2013",30.86754002911208,"Gladeview, FL","16000US1225987","gladeview-fl"
2013,"2013",22.196567246415984,"Hialeah, FL","16000US1230000","hialeah-fl"
2013,"2013",25.33490044871361,"Miami, FL","16000US1245000","miami-fl"
2013,"2013",23.07048665942044,"Miami Beach, FL","16000US1245025","miami-beach-fl"
2013,"2013",23.81444332998997,"Miami Shores, FL","16000US1245175","miami-shores-fl"
2013,"2013",24.326097328244273,"North Bay Village, FL","16000US1249225","north-bay-village-fl"
2013,"2013",28.161032979685828,"West Little River, FL","16000US1276487","west-little-river-fl"
2013,"2013",25.329975686002083,"West Miami, FL","16000US1276525","west-miami-fl"
2013,"2013",26.13151087532779,"Miami-Fort Lauderdale-West Palm Beach, FL","31000US33100","miami-fort-lauderdale-west-palm-beach-fl"
