-117.206123,32.829435,T-Mobile Starbucks Clairemont Square tmobile,,,,,,
-117.250981,32.746803,T-Mobile Starbucks Newport and Bacon tmobile,,,,,,
-117.154351,32.776702,T-Mobile Starbucks Friars Mission tmobile,,,,,,
-117.168286,32.715769,T-Mobile Starbucks Broadway & Kettner San Diego tmobile,,,,,,
-117.065607,32.762175,T-Mobile Starbucks Campus Plaza tmobile,,,,,,
-117.097737,32.78691,T-Mobile Starbucks Mission Gorge Rd. - San Diego tmobile,,,,,,
-117.159213,32.712232,T-Mobile Borders 6th Avenue tmobile,,,,,,
-117.164125,32.878925,T-Mobile Starbucks Miramar & Production San Diego tmobile,,,,,,
-117.164822,32.83253,T-Mobile Starbucks Clairemont Mesa & Shawline SDiego tmobile,,,,,,
-117.163419,32.713227,T-Mobile Starbucks Horton Plaza II tmobile,,,,,,
-117.146279,32.912717,T-Mobile Starbucks Mira Mesa Mall tmobile,,,,,,
-117.214187,32.87006,T-Mobile Starbucks Genesee & Nobel Dr. San Diego tmobile,,,,,,
-117.201603,32.89304,T-Mobile Starbucks Sorrento Court - San Diego tmobile,,,,,,
-117.121646,32.917283,T-Mobile Starbucks Mira Mesa tmobile,,,,,,
-117.066963,32.765918,T-Mobile Starbucks College & Lindo Paseo San Diego tmobile,,,,,,
-117.120144,32.787472,T-Mobile Starbucks FRIARS AND RIVERDALE tmobile,,,,,,
-117.16016,32.715861,T-Mobile 5th & Broadway tmobile,,,,,,
-117.075373,33.022914,T-Mobile Kinko's tmobile,,,,,,
-117.159862,32.71676,T-Mobile Kinko's Downtown tmobile,,,,,,
-117.157701,32.748377,T-Mobile Kinko's Hillcrest tmobile,,,,,,
-117.116731,32.809841,T-Mobile Kinko's Kearny Mesa tmobile,,,,,,
-117.159239,32.769874,T-Mobile Kinko's Mission Valley tmobile,,,,,,
-117.236529,32.80074,T-Mobile Kinko's Pacific Beach tmobile,,,,,,
-117.215251,32.752196,T-Mobile Kinko's Point Loma tmobile,,,,,,
-117.081948,32.572804,T-Mobile Starbucks 5th & Laurel tmobile,,,,,,
-117.100205,32.904543,T-Mobile Starbucks Aviary & Scripps Ranch-San Dieg tmobile,,,,,,
-117.13071,32.83136,T-Mobile Starbucks Clairemont Mesa & Overland tmobile,,,,,,
-117.085039,32.722254,T-Mobile Starbucks Euclid & Federal tmobile,,,,,,
-117.170318,32.749905,T-Mobile Starbucks Falcon & Washington tmobile,,,,,,
-117.113013,32.937166,T-Mobile Starbucks Mercy Road & I-15 tmobile,,,,,,
-117.173261,32.907147,T-Mobile Starbucks Mira Mesa tmobile,,,,,,
-117.035035,32.57701,T-Mobile Starbucks Palm & The 805 Fwy tmobile,,,,,,
-117.205945,32.751934,T-Mobile Starbucks Sports Arena Blvd & Rosecrans tmobile,,,,,,
-117.172032,32.760525,Handlery Hotel and Resort Wayport_Access,,,,,,
-117.18479,32.759825,Red Lion Hanalei Hotel Wayport_Access,,,,,,
-117.006263,32.778366,T-Mobile Grossmont Center Dr tmobile,,,,,,
-117.206245,32.752113,T-Mobile Sports Arena Blvd tmobile,,,,,,
-117.234392,32.951209,Barnes and Noble #01974 attwifi,,,,,,
-117.078919,32.979976,Barnes and Noble #01976 attwifi,,,,,,
-117.120442,32.916563,Barnes and Noble #02984 attwifi,,,,,,
-117.158357,32.770436,Barnes and Noble #01978 attwifi,,,,,,
-117.163758,32.711426,T-Mobile Starbucks 1st And Market tmobile,,,,,,
-117.05368,32.768479,T-Mobile Starbucks El Cajon & 67Th tmobile,,,,,,
-117.106092,32.951288,La Quinta Inn San Diego (Rancho Penasquitos) ibahn,,,,,,
-117.1898,32.729021,Hertz - San Diego Wayport_Access,,,,,,
-117.075373,33.022914,Mission Federal Credit Union-Rancho Bernardo attwifi,,,,,,
-117.189306,32.728997,Avis - San Diego Int'l Airport attwifi,,,,,,
-117.201501,32.832187,Mission Federal Credit Union-Clairemont attwifi,,,,,,
-117.254899,32.790587,Surfer Beach Hotel attwifi,,,,,,
-117.162887,32.715873,Fashion Institute of Design- San Diego attwifi,,,,,,
-117.195285,32.76732,Mission FCU-Old Town-Linda Vista attwifi,,,,,,
-117.142348,32.770157,Mission FCU-Mission Valley attwifi,,,,,,
-117.15632,32.767404,Coffee Bean & Tea Leaf (#101) attwifi,,,,,,
-117.214176,32.869067,Barnes and Noble #01823 attwifi,,,,,,
-117.193586,32.893651,Mission Federal Credit Union-Sorrento Mesa attwifi,,,,,,
-117.127147,32.828764,National University-Spectrum Academic attwifi,,,,,,
-117.164122,32.749944,Coffee Bean & Tea Leaf (#68) attwifi,,,,,,
-117.120636,32.91644,Mission FCU-Mira Mesa attwifi,,,,,,
-117.245276,32.798807,T-Mobile Starbucks Garnet & Fanuel tmobile,,,,,,
-117.169415,32.726387,T-Mobile Starbucks India & Hawthorn tmobile,,,,,,
-117.006203,32.802778,T-Mobile Starbucks Navajo & Hwy 125 tmobile,,,,,,
-117.111821,33.01507,T-Mobile Starbucks Camino Del Norte & Dove Canyon tmobile,,,,,,
-117.14796,32.767194,Westfield - Mission Valley westfield,,,,,,
-117.20866,32.873808,Westfield - UTC westfield,,,,,,
-117.153248,32.830545,T-Mobile Starbucks Convoy & Raytheon San Diego tmobile,,,,,,
-117.25967,32.929201,CA State Park - Torrey Pines SB (#631) attwifi,,,,,,
-117.092656,32.584789,Mission FCU-South Bay attwifi,,,,,,
-117.130541,32.915566,Coffee Bean & Tea Leaf (#74) attwifi,,,,,,
-117.14473,32.767712,Scottish Rite Masonic Cntr - San Diego Event Cntr attwifi,,,,,,
-117.179129,32.820053,Coffee Bean & Tea Leaf (#99) attwifi,,,,,,
-117.085085,32.708718,T-Mobile Starbucks Euclid & Market San Diego tmobile,,,,,,
-117.099562,32.702532,T-Mobile Starbucks Imperial & The 805 (Uco) tmobile,,,,,,
-117.216577,32.851545,T-Mobile Starbucks Governor Dr. & Regents Rd. SD tmobile,,,,,,
-117.164276,32.70889,San Diego Convention Center Instant Internet,,,,,,
-117.158357,32.770436,T-Mobile Starbucks Frazee & Friars tmobile,,,,,,
-117.120637,32.916481,T-Mobile FedEx Kinko's Mira Mesa CA Eastside tmobile,,,,,,
-117.16153,32.71572,Cinnabon McDonald's Food court Termin flysandiego,,,,,,
-117.16153,32.71572,United USA Rotunda NFL Terminal 1 flysandiego,,,,,,
-117.16153,32.71572,Karl Strauss Beer Garden Terminal 2 flysandiego,,,,,,
-117.16153,32.71572,South West Rotunda air side Terminal 1 flysandiego,,,,,,
-117.16153,32.71572,Bloody Mary's Bar Terminal 2 flysandiego,,,,,,
-117.16153,32.71572,Home Turf Bar Terminal 2 flysandiego,,,,,,
-117.16153,32.71572,Top Gun Bar Terminal 1 flysandiego,,,,,,
-117.16153,32.71572,Arriba Margarita Restaurant Terminal 1 flysandiego,,,,,,
-117.075833,32.983955,Coffee Bean & Tea Leaf #186 attwifi,,,,,,
-117.158914,32.708327,STANFORD HOTELS - San Diego Marriott Gaslamp Quarter Wayport_Access,,,,,,
-117.214393,32.921572,T-Mobile Starbucks Carmel Mountain & E. Ocean Air tmobile,,,,,,
-117.13384,32.718077,T-Mobile Starbucks 28th & B Street San Diego (UCO tmobile,,,,,,
-117.238519,32.936306,San Diego Marriott Del Mar stayonline,,,,,,
-117.131274,32.748401,T-Mobile Starbucks 29th & University San Diego (U tmobile,,,,,,
-117.197541,32.755625,CA State Park - Old Town San Diego SHP (#667) attwifi,,,,,,
-117.146785,32.774512,Mission at Rio Vista Apartments attwifi,,,,,,
-117.161836,32.710414,The Horton Grand Hotel vanguard_base,,,,,,
-117.253186,32.777114,Phone Room nnu,,,,,,
-117.19724,32.764912,T-Mobile Starbucks Linda Vista & Napa San Diego tmobile,,,,,,
-116.964546,32.567684,T-Mobile Starbucks Hwy 905 & La Media San Diego tmobile,,,,,,
-117.155476,32.711527,T-Mobile Starbucks 10th & Market San Diego tmobile,,,,,,
-117.198201,32.729453,San Diego Airport (SAN) - Karl Strauss B flysandiego,,,,,,
-117.070525,32.759733,Living Room Coffeehouse SDSU ICOA,,,,,,
-117.141677,32.826649,Courtyard San Diego Central - guest room ibahn,,,,,,
-117.107659,32.936568,Residence Inn San Diego Scripps Poway - guest room ibahn,,,,,,
-117.107729,32.936854,Sprinhill Suites San Diego Rancho - guest room ibahn,,,,,,
-117.170368,32.786164,McDonald's 04154 Wayport_Access,,,,,,
-117.226578,32.72768,McDonald's 15396 Wayport_Access,,,,,,
-117.100889,32.748578,McDonald's 25567 Wayport_Access,,,,,,
-117.194189,32.794425,McDonald's 17799 Wayport_Access,,,,,,
-117.178163,32.820335,McDonald's 13410 Wayport_Access,,,,,,
-117.151076,32.748566,McDonald's 03929 Wayport_Access,,,,,,
-117.159559,32.880133,McDonald's 06348 Wayport_Access,,,,,,
-117.214321,32.866749,McDonald's 11181 Wayport_Access,,,,,,
-117.09771,32.789293,McDonald's 03813 Wayport_Access,,,,,,
-117.098855,32.937107,McDonald's 18014 Wayport_Access,,,,,,
-117.16406,32.832539,McDonald's 12915 Wayport_Access,,,,,,
-117.058297,32.557134,McDonald's 07382 Wayport_Access,,,,,,
-117.107432,32.95052,McDonald's 05416 Wayport_Access,,,,,,
-117.135707,32.831323,McDonald's 05458 Wayport_Access,,,,,,
-117.139513,32.755196,McDonald's 06981 Wayport_Access,,,,,,
-117.046192,32.688991,McDonald's 10807 Wayport_Access,,,,,,
-117.21903,32.806312,McDonald's 25166 Wayport_Access,,,,,,
-117.201606,32.893134,McDonald's 11180 Wayport_Access,,,,,,
-117.084876,32.720399,McDonald's 10094 Wayport_Access,,,,,,
-117.101147,32.823064,McDonald's 24780 Wayport_Access,,,,,,
-117.249625,32.797854,McDonald's 01230 Wayport_Access,,,,,,
-117.071552,32.770716,McDonald's 04769 Wayport_Access,,,,,,
-117.010739,32.80253,McDonald's 01529 Wayport_Access,,,,,,
-117.153829,32.718664,McDonald's 03181 Wayport_Access,,,,,,
-117.07679,32.981813,McDonald's 11252 Wayport_Access,,,,,,
-117.217922,32.753916,McDonald's 01014 Wayport_Access,,,,,,
-117.081078,32.757657,McDonald's 12327 Wayport_Access,,,,,,
-117.127646,32.783898,McDonald's 24113 Wayport_Access,,,,,,
-117.130139,32.915879,McDonald's 02902 Wayport_Access,,,,,,
-117.201496,32.833414,McDonald's 02032 Wayport_Access,,,,,,
-117.220683,32.718817,Shelter Island Cove iDockUSA,,,,,,
-117.19206,32.724756,Sun Road idockusa,,,,,,
-117.201074,32.725255,Cabrillo Isle idockusa,,,,,,
-117.164369,32.715769,Coffee Bean & Tea Leaf # 190 attwifi,,,,,,
-117.229042,32.953148,Coffee Bean & Tea LEaf #231 attwifi,,,,,,
-117.210191,32.745474,Barnes & Noble attwifi,,,,,,
-117.039296,32.583726,McDonald's 04912 Wayport_Access,,,,,,
-117.231765,32.954653,McDonald's 10996 Wayport_Access,,,,,,
-117.217149,32.803499,Best Value Inn at Mission Bay bestvalueinn,,,,,,
-117.166512,32.715765,Wyndham San Diego at Emerald Plaza Wayport_Access,,,,,,
-117.15008,32.766045,Sheraton San Diego Wayport_Access,,,,,,
-117.363206,33.173416,Courtyard by Marriott San Diego Wayport_Access,,,,,,
-117.183806,32.759186,Ramada Plaza Hotel San Diego Wayport_Access,,,,,,
-117.23777,32.935935,Doubletree Hotel San Diego/Del Mar Wayport_Access,,,,,,
-117.161731,32.715694,U.S. Grant Hotel Wayport_Access,,,,,,
-117.078007,33.01886,Courtyard by Marriott San Diego/Rancho Bernardo Wayport_Access,,,,,,
-117.150636,32.810037,Four Points by Sheraton San Diego Wayport_Access,,,,,,
-117.116482,32.80951,McDonald's 13408 Wayport_Access,,,,,,
-117.133774,32.692785,McDonald's 05480 Wayport_Access,,,,,,
-117.16153,32.71572,Navy Lodge San Diego nnu,,,,,,
