-117.200043,32.699872,"North Island Naval Air Station"
-117.193828,32.742548,"MCRD (Marine Corp Recruiting Depot)"
-117.169001,32.698436,"Coronado to San Diego Ferry"
-117.173538,32.715496,"Port of San Diego"
-117.174328,32.715854,"San Diego to Coronado Ferry"
-117.173459,32.717397,"Cruise Ship Berth"
-117.180043,32.727542,"Stoplight for cars to allow Coast Guard planes to cross road"
-117.252594,32.754213,"Dog Beach"
-116.756708,33.233715,"Lake Henshaw (Fishing)"
-116.634055,33.283127,"Warner Springs area of County"
-116.865113,33.35617,"Palomar Mountain and Observatory"
-117.013875,33.240648,"Valley Center area of County"
-117.147237,33.410593,"Rainbow area of County"
-117.163954,33.073864,"Elfin Forest area of County"
-117.182999,32.99585,"Fairbanks Ranch area of County"
-117.209954,32.869983,"University City area of San Diego"
-117.144108,32.699281,"San Diego to Coronado Bridge"
-117.132482,32.579539,"Imperial Beach Pier"
-117.01817,32.533584,"Tijuana, Mexico"
-117.120558,32.743618,"Site of 1978 PSA Flight 182 Crash"
-117.166663,32.749918,"Hillcrest area of San Diego"
-117.187728,32.79446,"Tecelote Canyon"
-117.278315,32.847147,"Children's Pool at La Jolla"
-117.2729,32.850188,"La Jolla Cove (Scuba Diving)"
-117.270322,32.849213,"La Jolla Sea Cave"
-117.23941,32.687403,"Navy's Submarine Base"
-117.186072,32.70699,"Docking Locations for Large Navy Ships"
-117.157378,32.680183,"Navy Seal's Training Area"
-117.156241,32.658239,"Silver Strand Beach"
-117.224064,32.716832,"Humphrey's On The Bay (Entertainment)"
-117.239784,32.674166,"Cabrillo Monument"
-117.245337,32.669418,"Pt Loma Tide Pools"
-117.256762,32.719441,"Sunset Cliffs"
-117.154751,32.819799,"Der Wienerschnitzel - seen on TV in 1995 tank rampage"
-117.279121,33.051918,"Quail Gardens Botanical"
-117.00487,32.844356,"Santee Lakes (Fishing)"
-117.027369,32.844634,"Mission Trails Park"
-117.107244,32.784193,"Mission San Diego de Alcala"
